iterID,x1,x2,Pareto_f1,Pareto_f2
0,-0.1578947368421053,1.6842105263157894,1.198654068291353,94.35205646264707
0,0.05263157894736836,0.894736842105263,1.7448135545434234,86.73440298304395
0,0.4736842105263157,1.2105263157894735,2.3078541115262245,80.35390653532265
0,0.26315789473684204,0.26315789473684204,2.815599358818057,77.76483655224024
0,0.6842105263157894,0.5789473684210527,3.5252050256746363,73.00771412984885
0,0.894736842105263,0.7368421052631577,3.9886846103770535,70.6680511790303
0,1.7368421052631575,1.8421052631578947,5.862188890013327,62.46775710948234
0,1.9473684210526314,1.526315789473684,7.152237707379603,57.28401854957695
0,1.3157894736842106,-0.368421052631579,8.72907127598325,55.31031237841161
0,1.1052631578947367,-0.8421052631578947,9.90171132307975,52.99827287469878
0,1.526315789473684,-0.5263157894736843,10.743980393099836,50.76926739551262
0,2.1578947368421053,0.42105263157894735,10.745715692346119,49.364258547719565
0,2.578947368421052,1.3684210526315788,11.000797566533798,47.84131197951481
0,2.789473684210526,2.0,11.296461318950215,47.15558248450148
0,2.3684210526315788,-0.052631578947368474,13.948413341749108,43.277655177444394
0,3.0,-0.21052631578947367,19.644982780086806,34.28114141574638
1,-0.1578947368421053,1.6842105263157894,1.198654068291353,94.35205646264707
1,0.05263157894736836,0.894736842105263,1.7448135545434234,86.73440298304395
1,0.4736842105263157,1.2105263157894735,2.3078541115262245,80.35390653532265
1,0.26315789473684204,0.26315789473684204,2.815599358818057,77.76483655224024
1,0.6842105263157894,0.5789473684210527,3.5252050256746363,73.00771412984885
1,0.894736842105263,0.7368421052631577,3.9886846103770535,70.6680511790303
1,1.4141878379156636,1.6227050346360015,4.7474409923181335,66.37241570900537
1,1.5622443231520213,1.5315486387334065,4.825386381549051,64.28081575369458
1,1.7368421052631575,1.8421052631578947,5.862188890013327,62.46775710948234
1,1.9473684210526314,1.526315789473684,7.152237707379603,57.28401854957695
1,2.073703065432427,1.4675446979948497,8.191117998357273,56.133213419795226
1,1.3157894736842106,-0.368421052631579,8.72907127598325,55.31031237841161
1,2.3124660237640455,1.514475253026279,9.158535545925863,52.778375421989914
1,1.526315789473684,-0.5263157894736843,10.743980393099836,50.76926739551262
1,2.1578947368421053,0.42105263157894735,10.745715692346119,49.364258547719565
1,2.578947368421052,1.3684210526315788,11.000797566533798,47.84131197951481
1,2.789473684210526,2.0,11.296461318950215,47.15558248450148
1,3.0,1.0229684577823797,13.495490798174332,43.346034354063015
1,3.0,1.8951348518461488,13.825258499801835,42.5024586451603
1,2.8137131719885957,0.05531702444434883,17.55117551747352,36.97221026487103
1,3.0,-0.21052631578947367,19.644982780086806,34.28114141574638
2,-0.1578947368421053,1.6842105263157894,1.198654068291353,94.35205646264707
2,0.05263157894736836,0.894736842105263,1.7448135545434234,86.73440298304395
2,-0.0102217590647814,1.3816104153219029,2.077891790721502,84.77893837627951
2,0.4736842105263157,1.2105263157894735,2.3078541115262245,80.35390653532265
2,0.26315789473684204,0.26315789473684204,2.815599358818057,77.76483655224024
2,0.6842105263157894,0.5789473684210527,3.5252050256746363,73.00771412984885
2,0.894736842105263,0.7368421052631577,3.9886846103770535,70.6680511790303
2,1.4141878379156636,1.6227050346360015,4.7474409923181335,66.37241570900537
2,1.5622443231520213,1.5315486387334065,4.825386381549051,64.28081575369458
2,1.7831621949776197,1.6049883298827523,5.86215564183537,61.88158696390079
2,1.9473684210526314,1.526315789473684,7.152237707379603,57.28401854957695
2,1.6660581273970845,0.2446266257255132,7.964640421329405,55.832510592715956
2,1.3157894736842106,-0.368421052631579,8.72907127598325,55.31031237841161
