type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,aspirinstatinbmi,0.5753522896995649,0.028557326569851098,0.04498784979951315,30.0
1,aspirinstatinbmi,0.031090212082836702,0.04498784979951315,0.04638653159093081,30.0
1,aspirinstatinbmi,0.006958449429460904,0.04638653159093081,0.046709309925214396,30.0
1,aspirinstatinbmi,0.0008544456721363374,0.046709309925214396,0.04674922049292847,30.0
1,aspirinstatinbmi,0.0033023133154660364,0.04674922049292847,0.046903601066249925,30.0
1,aspirinstatinbmi,0.00036870863905907625,0.046903601066249925,0.04692089482916603,30.0
1,aspirinstatinbmi,0.0001477656579405715,0.04692089482916603,0.046927828126061624,30.0
1,aspirinstatinbmi,0.001720815745795678,0.046927828126061624,0.047008582271616944,30.0
1,aspirinstatinbmi,0.0032305056913316532,0.047008582271616944,0.047160443764186835,30.0
1,aspirinstatinbmi,0.0025034856795823355,0.047160443764186835,0.047278509259793225,30.0
1,aspirinstatinbmi,0.0009867293165438276,0.047278509259793225,0.04732516035092235,30.0
1,aspirinstatinbmi,0.0,0.04732516035092235,0.04732516035092235,30.0
1,aspirinstatinbmi,0.0,0.04732516035092235,0.04732516035092235,30.0
1,aspirinstatinbmi,0.0,0.04732516035092235,0.04732516035092235,30.0
1,aspirinstatinbmi,0.0,0.04732516035092235,0.04732516035092235,30.0
1,aspirinstatinbmi,0.0,0.04732516035092235,0.04732516035092235,30.0
1,aspirinstatinbmi,0.0005201961933764033,0.04732516035092235,0.04734977871918783,30.0
1,aspirinstatinbmi,0.0,0.04734977871918783,0.04734977871918783,30.0
1,aspirinstatinbmi,0.0036290858922582393,0.04734977871918783,0.04752161513313918,30.0
1,aspirinstatinbmi,0.0008233797707913929,0.04752161513313918,0.047560743469715144,30.0
1,aspirinstatinbmi,0.0,0.047560743469715144,0.047560743469715144,30.0
1,aspirinstatinbmi,0.003106005291783865,0.047560743469715144,0.047708467390613254,30.0
1,aspirinstatinbmi,0.0006625208480531551,0.047708467390613254,0.0477400752448882,30.0
1,aspirinstatinbmi,0.005175242553524773,0.0477400752448882,0.04798714171380402,30.0
1,aspirinstatinbmi,0.0004676687108244469,0.04798714171380402,0.048009583798505465,30.0
1,aspirinstatinbmi,1.216778267355726e-05,0.048009583798505465,0.04801016796868737,30.0
