iterID,x1,x2,x3,x4,Pareto_f1,Pareto_f2
0,5.0,0.0,2.5,-4.0,3.196361988936082,43.69054502686458
0,1.5,3.75,5.0,-1.75,29.316569839697454,7.202857837142442
1,-2.0,0.5484223417569423,4.80689317439694,-4.0,2.245851902295401,24.509456457180576
1,-2.0,1.014277181280906,5.0,-4.0,3.675574403870254,20.792166219734476
1,-2.0,2.527326645939719,5.0,-4.0,14.01553357593589,12.513834181987388
1,-2.0,3.1605963057321187,5.0,-4.0,21.18384574071445,8.693386447951191
1,1.5,3.75,5.0,-1.75,29.316569839697454,7.202857837142442
1,-2.0,4.4812333070230865,5.0,-4.0,41.42713565008883,3.573477978427778
2,-2.0,0.0,4.695572079173226,-4.0,1.6191736349998178,27.981758273701498
2,-2.0,0.5484223417569423,4.80689317439694,-4.0,2.245851902295401,24.509456457180576
2,-2.0,1.014277181280906,5.0,-4.0,3.675574403870254,20.792166219734476
2,-2.0,1.8852144969681839,5.0,-4.0,8.811346922550353,15.136970694859409
2,-2.0,2.527326645939719,5.0,-4.0,14.01553357593589,12.513834181987388
2,-2.0,2.8317404125915053,5.0,-4.0,16.885147959411846,11.820532514855502
2,-2.0,3.1605963057321187,5.0,-4.0,21.18384574071445,8.693386447951191
2,-2.0,3.494904811789461,5.0,-4.0,26.46635425719066,7.206075592152995
2,1.5,3.75,5.0,-1.75,29.316569839697454,7.202857837142442
2,-2.0,3.976121494756696,5.0,-4.0,33.4594481604192,5.047815823151688
2,-2.0,4.4812333070230865,5.0,-4.0,41.42713565008883,3.573477978427778
3,-2.0,0.0,4.695572079173226,-4.0,1.6191736349998178,27.981758273701498
3,-2.0,0.5484223417569423,4.80689317439694,-4.0,2.245851902295401,24.509456457180576
3,-2.0,1.014277181280906,5.0,-4.0,3.675574403870254,20.792166219734476
3,-2.0,1.4930340160405973,5.0,-4.0,6.568605953632411,18.36462407606201
3,-2.0,1.8852144969681839,5.0,-4.0,8.811346922550353,15.136970694859409
3,-2.0,2.1636215453100647,5.0,-4.0,11.16029572705972,13.22791309530675
3,-2.0,2.527326645939719,5.0,-4.0,14.01553357593589,12.513834181987388
3,-2.0,2.8317404125915053,5.0,-4.0,16.885147959411846,11.820532514855502
3,-2.0,3.019344650532463,5.0,-4.0,20.543771969493154,10.239866122631982
3,-2.0,3.1605963057321187,5.0,-4.0,21.18384574071445,8.693386447951191
3,-2.0,3.494904811789461,5.0,-4.0,26.46635425719066,7.206075592152995
3,1.5,3.75,5.0,-1.75,29.316569839697454,7.202857837142442
3,5.0,3.8973861766437596,5.0,-4.0,31.43905414042862,6.051088445015263
3,-2.0,3.976121494756696,5.0,-4.0,33.4594481604192,5.047815823151688
3,4.596921707125851,4.26366194284019,5.0,-4.0,39.48281948279244,3.1137905407460624
4,-2.0,0.0,4.695572079173226,-4.0,1.6191736349998178,27.981758273701498
4,-2.0,0.25832599274382056,5.0,-4.0,1.8131219757709118,23.739862265183124
4,-2.0,1.014277181280906,5.0,-4.0,3.675574403870254,20.792166219734476
4,-2.0,1.2654351996827462,5.0,-4.0,5.052421782302899,19.65463281033659
4,-2.0,1.4930340160405973,5.0,-4.0,6.568605953632411,18.36462407606201
4,-2.0,1.689832896458663,5.0,-4.0,7.177455515746879,16.82574871828942
4,-2.0,1.8852144969681839,5.0,-4.0,8.811346922550353,15.136970694859409
4,-2.0,2.1636215453100647,5.0,-4.0,11.16029572705972,13.22791309530675
4,-2.0,2.527326645939719,5.0,-4.0,14.01553357593589,12.513834181987388
4,-2.0,2.8317404125915053,5.0,-4.0,16.885147959411846,11.820532514855502
4,-2.0,3.019344650532463,5.0,-4.0,20.543771969493154,10.239866122631982
4,-2.0,3.1605963057321187,5.0,-4.0,21.18384574071445,8.693386447951191
4,-2.0,3.306778987189115,5.0,-4.0,23.946074093242604,7.459479350812465
4,-2.0,3.494904811789461,5.0,-4.0,26.46635425719066,7.206075592152995
4,1.5,3.75,5.0,-1.75,29.316569839697454,7.202857837142442
4,5.0,3.8973861766437596,5.0,-4.0,31.43905414042862,6.051088445015263
4,-2.0,3.976121494756696,5.0,-4.0,33.4594481604192,5.047815823151688
4,-2.0,4.093934599483643,5.0,-4.0,35.0135763850763,3.5941212596672605
4,4.596921707125851,4.26366194284019,5.0,-4.0,39.48281948279244,3.1137905407460624
5,-2.0,0.0,4.695572079173226,-4.0,1.6191736349998178,27.981758273701498
5,-2.0,0.07151559009200818,4.731038301425526,0.43177811108596664,1.654885568994031,27.275612009013457
5,-2.0,0.25832599274382056,5.0,-4.0,1.8131219757709118,23.739862265183124
5,-2.0,0.7218403674873906,5.0,-4.0,2.6463431715167904,21.904913876418874
5,-2.0,1.014277181280906,5.0,-4.0,3.675574403870254,20.792166219734476
5,-2.0,1.2654351996827462,5.0,-4.0,5.052421782302899,19.65463281033659
5,-2.0,1.4930340160405973,5.0,-4.0,6.568605953632411,18.36462407606201
5,-2.0,1.689832896458663,5.0,-4.0,7.177455515746879,16.82574871828942
5,-2.0,1.8852144969681839,5.0,-4.0,8.811346922550353,15.136970694859409
5,-2.0,2.0219520340219743,5.0,-4.0,9.646087711075017,14.083008956315574
5,-2.0,2.1636215453100647,5.0,-4.0,11.16029572705972,13.22791309530675
5,-2.0,2.527326645939719,5.0,-4.0,14.01553357593589,12.513834181987388
5,-2.0,2.8317404125915053,5.0,-4.0,16.885147959411846,11.820532514855502
5,-2.0,3.019344650532463,5.0,-4.0,20.543771969493154,10.239866122631982
5,-2.0,3.1605963057321187,5.0,-4.0,21.18384574071445,8.693386447951191
5,-2.0,3.306778987189115,5.0,-4.0,23.946074093242604,7.459479350812465
5,5.0,3.3967058869954543,5.0,-4.0,26.07162650809026,7.1417653275313615
5,5.0,3.8973861766437596,5.0,-4.0,31.43905414042862,6.051088445015263
5,-2.0,3.976121494756696,5.0,-4.0,33.4594481604192,5.047815823151688
5,-2.0,4.093934599483643,5.0,-4.0,35.0135763850763,3.5941212596672605
5,-2.0,4.217347058338199,5.0,-4.0,37.2021193983382,2.9952717086109444
6,-2.0,0.0,4.695572079173226,-4.0,1.6191736349998178,27.981758273701498
6,-2.0,0.07151559009200818,4.731038301425526,0.43177811108596664,1.654885568994031,27.275612009013457
6,-2.0,0.25832599274382056,5.0,-4.0,1.8131219757709118,23.739862265183124
6,-2.0,0.7218403674873906,5.0,-4.0,2.6463431715167904,21.904913876418874
6,-2.0,1.014277181280906,5.0,-4.0,3.675574403870254,20.792166219734476
6,-2.0,1.2654351996827462,5.0,-4.0,5.052421782302899,19.65463281033659
6,-2.0,1.4930340160405973,5.0,-4.0,6.568605953632411,18.36462407606201
6,-2.0,1.689832896458663,5.0,-4.0,7.177455515746879,16.82574871828942
6,-2.0,1.7783163356086398,5.0,-2.4314528530504065,7.7685336691707185,16.08315074179121
6,-2.0,1.8852144969681839,5.0,-4.0,8.811346922550353,15.136970694859409
6,-2.0,2.0219520340219743,5.0,-4.0,9.646087711075017,14.083008956315574
