step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,bmiaspirin,0.727165093962821,0.14740236020051423,0.25458821130606274,10.0
2,bmiaspirin,0.0905718951027978,0.25458821130606274,0.2776467480748844,10.0
3,bmiaspirin,0.023523076209636062,0.2776467480748844,0.2841778536892075,10.0
4,bmiaspirin,0.013319740575837522,0.2841778536892075,0.28796302897774606,10.0
5,bmiaspirin,0.009686557273017926,0.28796302897774606,0.2907523993504507,10.0
6,bmiaspirin,0.005782085289995241,0.2907523993504507,0.2924335545217658,10.0
7,bmiaspirin,0.0029790895945513234,0.2924335545217658,0.29330474028113923,10.0
8,bmiaspirin,0.00396564876514579,0.29330474028113923,0.29446788386224654,10.0
9,bmiaspirin,0.0031904910742603064,0.29446788386224654,0.29540738101736536,10.0
10,bmiaspirin,0.002175581272166744,0.29540738101736536,0.29605006378316656,10.0
11,bmiaspirin,0.0004147797830255821,0.29605006378316656,0.29617285936438725,10.0
12,bmiaspirin,0.00022437105338831011,0.29617285936438725,0.29623931198082787,10.0
13,bmiaspirin,0.001974247411139948,0.29623931198082787,0.2968241616755839,10.0
