iterID,x1,x2,x3,x4,x5,x6,x7,x8,ParetoFamily,Pareto_f1,Pareto_f2
1,0.4005673273089956,4.943307237338584,5.0,5.0,0.0,0.0,0.0,5.0,4,48.74277291141711,0.12405497074909277
1,0.2791438791238283,4.769025292263432,5.0,5.0,0.0,0.0,0.0,5.0,4,45.75412015569246,0.679170910638959
1,-0.36636271629361783,4.616988418491058,5.0,5.0,0.0,0.0,0.0,5.0,4,43.29856965908696,1.1832450297527402
1,0.09508357777528342,4.504839191394146,5.0,5.0,0.0,0.0,0.0,5.0,4,41.19922373124106,1.5861188051252242
1,0.017289434572878903,4.393179418957985,5.0,5.0,0.0,0.0,0.0,5.0,4,39.295382027347,1.9919528270090012
1,0.03379428286275177,4.287422772460012,5.0,5.0,0.0,0.0,0.0,5.0,4,37.50647000834202,2.3895404518035477
1,0.8194286782976747,4.194314664021852,5.0,5.0,0.0,0.0,0.0,5.0,4,36.01337170820271,2.762583874265694
1,0.20257907312522105,4.10465197864836,5.0,5.0,0.0,0.0,0.0,5.0,4,34.51188427875519,3.1047078459089157
1,-0.9345157143183411,4.019731278140943,5.0,5.0,0.0,0.0,0.0,5.0,4,33.266496050810034,3.426297683768677
1,-0.28121285772359683,3.9647320235958707,5.0,5.0,0.0,0.0,0.0,5.0,4,32.29900658877434,3.6617517906673562
1,-0.35217802935186304,3.881974549054941,5.0,5.0,0.0,0.0,0.0,5.0,4,31.021802187422132,4.002844354311371
1,-0.37778145428915066,3.826124834505368,5.0,5.0,0.0,0.0,0.0,5.0,4,30.174079447606008,4.236568427798648
1,-0.6059023164398758,3.7546678782777585,5.0,5.0,0.0,0.0,0.0,5.0,5,29.112795520008543,4.535617959191828
1,0.314892200623214,3.699312057274891,5.0,5.0,0.0,0.0,0.0,5.0,5,28.379053058918732,4.79052999977165
1,0.20718604476986968,3.641109693346886,5.0,5.0,0.0,0.0,0.0,5.0,5,27.52395512507345,5.040752807167269
1,-0.4293639213928846,3.5877750223879468,5.0,5.0,0.0,0.0,0.0,5.0,5,26.691245955337216,5.261769741228228
1,0.02816967918141433,3.544372644507865,5.0,5.0,0.0,0.0,0.0,5.0,5,26.12948509807999,5.461899002097741
1,-0.8609644863052057,3.4882970245460037,5.0,5.0,0.0,0.0,0.0,5.0,5,25.30039318015052,5.693810208009122
1,-0.16163032564585267,3.4406508949902004,5.0,5.0,0.0,0.0,0.0,5.0,5,24.671985627831102,5.920453253000812
1,-0.23206254875630794,3.4037480839502465,5.0,5.0,0.0,0.0,0.0,5.0,5,24.162443187299754,6.085206920597898
1,-0.3246684371102442,3.353705618195633,5.0,5.0,0.0,0.0,0.0,5.0,5,23.47981438487526,6.310029168255671
1,-0.7342425284440111,3.309386197379072,5.0,5.0,0.0,0.0,0.0,5.0,5,22.869591977450444,6.503927142213644
1,-0.7657733722142057,3.269230864353088,5.0,5.0,0.0,0.0,0.0,5.0,4,22.33985111690495,6.687304712025522
1,-0.7928343912573244,3.2303895441217745,5.0,5.0,0.0,0.0,0.0,5.0,4,21.832428312095264,6.8656457223119425
1,-0.8190069619991123,3.1928234347362143,5.0,5.0,0.0,0.0,0.0,5.0,4,21.346326990039316,7.03895479904422
1,-0.8398026340476605,3.1629749151303557,5.0,5.0,0.0,0.0,0.0,5.0,4,20.963364380906892,7.177226590986557
