step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,bmiaspirin,0.4563644671882804,0.20350573313507903,0.29637851860702974,10.0
2,bmiaspirin,0.06165672928330522,0.29637851860702974,0.3146522486941704,10.0
3,bmiaspirin,0.02280394480940663,0.3146522486941704,0.32182756120754796,10.0
4,bmiaspirin,0.013270231217448386,0.32182756120754796,0.32609828735691965,10.0
5,bmiaspirin,0.005233372931785356,0.32609828735691965,0.3278048813070749,10.0
6,bmiaspirin,0.002835884063886394,0.3278048813070749,0.3287344979460378,10.0
7,bmiaspirin,0.002490181819173991,0.3287344979460378,0.32955310661615833,10.0
8,bmiaspirin,0.0006953997485854787,0.32955310661615833,0.32978227776364477,10.0
9,bmiaspirin,0.003928751360951606,0.32978227776364477,0.3310779103362264,10.0
10,bmiaspirin,0.0013532091623064948,0.3310779103362264,0.3315259279979307,10.0
11,bmiaspirin,0.0014526143861529831,0.3315259279979307,0.3320075073303232,10.0
12,bmiaspirin,0.0028119687816659813,0.3320075073303232,0.3329411020762148,10.0
13,bmiaspirin,0.00044738372274305516,0.3329411020762148,0.33309005450591583,10.0
