iterID,x1,x2,x3,ParetoFamily,Pareto_f1,Pareto_f2
1,29.97589447524474,1.0,0.0,0,0.005793160701987203,4.3443946914770235
1,28.501011680811576,1.0,0.0,0,0.005711771585512342,4.540328884124822
1,27.128280456260093,1.0,0.0,0,0.005630630848107873,4.729098753424039
1,25.817292520469447,1.0,0.0,25,0.005551551522455936,4.915179824687276
1,24.55124407558073,1.0,0.0,25,0.005476899037307968,5.100849824994548
1,23.315624875085312,1.0,0.0,25,0.0054083336891095355,5.287222363008101
1,22.074835827298735,1.0,0.0,51,0.005345761324820032,5.478051264569522
1,20.82621775196042,1.0,0.0,51,0.005290521214178694,5.672570119733538
1,20.000013709499154,1.0,0.0,67,0.0052586557331282865,5.801691420850418
1,20.815307479285885,0.8035479844571637,0.5654632371805763,67,0.005386031957405704,6.10094466858476
1,20.10646923122956,0.17243954634365288,0.6469602602278552,67,0.00545984845274862,6.61884915819923
2,30.0,1.0,0.0,13,0.0058324169348972915,4.3032458952468575
2,27.688143548653382,1.0,0.0,13,0.005780643289494027,4.512339067218715
2,27.141427004837297,1.0,0.0,13,0.005598820798444029,4.597004110556142
2,26.653233703712896,1.0,0.0,13,0.005487097340029713,4.730715871132827
2,26.235637468327106,1.0,0.0,13,0.005441946599942196,4.858316827108132
2,26.009822323918897,1.0,0.0,13,0.00543890610298701,4.919032044900038
2,23.991155821441172,1.0,0.0,13,0.005323725755360018,5.26311956950915
2,23.713426411621107,1.0,0.0,13,0.005160446891991917,5.3242519333352565
2,23.31871533051859,1.0,0.0,13,0.005016316625109846,5.3940498459539326
2,23.24039720814116,1.0,0.0,13,0.005010119732117126,5.40475104892256
2,20.451836989698844,1.0,0.0,13,0.005030606267484229,5.722758264798284
2,20.138919415984383,0.5528256740411234,0.14142810004313522,13,0.005194607430730677,6.102749056512529
3,23.484071100975925,1.0,0.3702864345038092,3,0.0059700482126933355,-0.019234424408095308
3,23.516759914679824,1.0,0.3671282388656401,3,0.005970048217490837,0.20060748900474312
3,23.438378898743714,0.9991504482299133,0.3770810971598732,22,0.005970048203712665,0.46751174376081206
3,23.429084365864806,0.9991908738523788,0.37797583669280466,22,0.005970048202576694,0.6885110592504331
3,23.00531488981001,0.9763931150199551,0.6308004484513031,36,0.005970006581859049,0.8973610530533849
3,22.95403265860534,0.9799704285373559,0.6308325204275982,36,0.005970003396500443,1.1488714528589705
3,22.926346435726302,0.9819017465986877,0.6308498354285842,36,0.0059700018051362614,1.384580327717523
3,22.900368351361855,0.9837139094116164,0.6308660821574482,36,0.005970000411727254,1.6489421432034184
3,23.536775131239846,0.633650791435913,0.57893845151492,36,0.005929243174821532,1.87918325445012
3,23.550280799228197,0.633027515457711,0.5789405306400904,36,0.005926453280263855,2.1038876631314767
3,22.83865129155136,0.9880191291169211,0.630904680089573,36,0.005969997559974152,2.3738840698634895
3,22.82038367993595,0.9892934296383166,0.6309161046784205,36,0.005969996855785899,2.6002627169502084
3,22.800064667817,0.9907108304612889,0.630928812215899,36,0.005969996154805638,2.852502850591322
3,23.63002181103163,1.0,0.233514695373531,59,0.005970149048157347,3.102274995902513
3,23.639361933796238,1.0,0.2326133584557139,59,0.005970153273996109,3.3893351029535674
3,23.617889951153114,0.6299074061571012,0.5789509387065143,126,0.005910026312157397,3.7101827270374064
3,27.068069224963033,1.0,0.0432487243182811,126,0.005883565642948365,4.043364529544944
3,29.833518246409447,1.0,0.0,126,0.0057703376937516745,4.138678483974592
3,27.1125254396679,1.0,0.0,126,0.005710858703896825,4.4237010787368565
3,27.64814499967107,1.0,0.0,126,0.005585730171883141,4.578100238731558
3,27.606432363121364,1.0,0.0,126,0.005476069016808104,4.71247186033641
3,27.569057002551087,1.0,0.0,126,0.005367655397613886,4.882675518564654
3,27.541557588184133,1.0,0.0,126,0.005283832343518659,5.029421599221791
3,24.7032527891128,1.0,0.0,151,0.00517831168634927,5.166690674873634
3,23.97322820654936,1.0,0.0,151,0.005053767847968942,5.28311879266779
3,23.967680374849408,1.0,0.0,151,0.004857316735698657,5.317526313748295
3,23.962848941716988,1.0,0.0,151,0.004684158888124803,5.348883570144499
3,23.958403409904307,1.0,0.0,151,0.0045234728970975635,5.378796632206464
3,23.953936599135833,1.0,0.0,151,0.004361033897602455,5.409794228813697
3,23.950187386133873,1.0,0.0,151,0.004224173440683948,5.436478089824763
3,23.946113121775014,1.0,0.0,151,0.004075166082917396,5.466098688319849
3,23.94274967110362,1.0,0.0,151,0.003952121804734068,5.490991523497289
3,23.939446253752934,1.0,0.0,151,0.003831407031830823,5.515784256790961
3,23.935825032264756,1.0,0.0,151,0.0036994126120506047,5.543305457050012
3,23.9326350803278,1.0,0.0,151,0.0035835854925459916,5.567803863832855
3,23.93104490415496,1.0,0.0,151,0.0035260495518991144,5.580092695151843
3,23.926662560083564,1.0,0.0,151,0.003368366179805022,5.614174009188302
3,23.923909595110086,1.0,0.0,151,0.0032701000125717567,5.6357093399848015
3,23.921140709263867,1.0,0.0,151,0.0031719966066260136,5.6574350683546655
3,23.918722181438923,1.0,0.0,151,0.0030869841607937326,5.6764444042554985
3,23.916469029098515,1.0,0.0,151,0.0030084149565401427,5.694164250385793
3,23.91480963796778,1.0,0.0,151,0.002950972101906347,5.707211804095678
3,23.911062715920487,1.0,0.0,151,0.0028227051413725556,5.7366303648642445
3,23.90855211222808,1.0,0.0,151,0.002737977957211302,5.7562807372479226
3,23.90633003229898,1.0,0.0,151,0.0026638756786782278,5.773611433411184
3,23.903940136490316,1.0,0.0,151,0.0025851724531651037,5.792168510249709
3,23.902004833115242,1.0,0.0,151,0.0025222412186133056,5.807120393423316
3,23.90122004041989,1.0,0.0,151,0.0024969352432362476,5.813161817327287
3,23.897903036319722,1.0,0.0,226,0.002391406994974804,5.838538352338516
3,23.89571702045203,1.0,0.0,226,0.0023231886390567735,5.855104563556269
3,23.893402367580045,1.0,0.0,226,0.0022521754010748655,5.872489551914736
3,23.891569285045858,1.0,0.0,226,0.0021968678357702828,5.886132061815871
3,23.888972808825233,1.0,0.0,323,0.002120002393436687,5.9052474778082225
3,23.887363394519113,1.0,0.0,323,0.0020732611247521664,5.9169634018974016
3,23.884751494925354,1.0,0.0,323,0.001998941877045471,5.935742569083698
3,23.883969311584444,1.0,0.0,323,0.0019770670785938175,5.941306638601145
3,23.771842855889687,1.0,0.0,207,0.0019246607920917302,6.0946676189431415
3,23.879293313059446,1.0,0.0,207,0.0018501438988690836,5.973944646073145
3,23.87615991650283,1.0,0.0,207,0.0017689649867586965,5.995164452101349
3,23.87394599092262,1.0,0.0,207,0.0017135850765244575,6.009813055078917
3,23.872270099149556,1.0,0.0,207,0.0016727930302044437,6.020700654860745
3,23.86968627788407,1.0,0.0,207,0.00161187101460977,6.037129440517842
3,23.867467757092104,1.0,0.0,207,0.0015615295404150676,6.050872413778127
3,23.86529679789815,1.0,0.0,207,0.0015140857313971547,6.063979321934411
3,23.863434388070544,1.0,0.0,207,0.0014748598614181367,6.074942466724573
3,23.86048103183187,1.0,0.0,207,0.001415537136214299,6.091770636177177
3,23.857556240189304,1.0,0.0,207,0.0013603878668772343,6.10772946130369
3,23.85508031573861,1.0,0.0,207,0.0013166008289757563,6.120661461823917
3,23.8522014369769,1.0,0.0,336,0.0012691417255103104,6.135000164616277
3,23.85136989901548,1.0,0.0,336,0.0012561417559586651,6.138997289133232
3,23.847185848170668,1.0,0.0,343,0.001195692154019103,6.158085453788633
3,23.84212116372691,1.0,0.0,343,0.0011340097796552007,6.178787263962744
3,23.83770371118036,1.0,0.0,343,0.0010909837570069487,6.194551679884025
3,23.83064629623571,1.0,0.0,343,0.0010442303088758183,6.21497632539681
3,23.825619771045766,1.0,0.0,343,0.0010282750594781363,6.225708557821051
4,23.094421573637298,0.999999994848351,0.0004382363292245289,1,0.025513912277009426,0.1426008234106444
4,23.126364440627,0.999999994848351,0.00041867929234723874,1,0.02219609962491454,0.9781948316005167
4,23.146943120789917,0.9999999988739722,1.5171381668370944e-08,27,0.019561016929964523,1.644559580948647
4,23.161707638279996,0.9999999997560284,8.409059446339875e-07,27,0.017457671987064716,2.1776417807074404
4,23.17492695108669,0.99999999663792,0.0,27,0.015455814902892087,2.6857737122782757
4,23.184472596614924,0.999999999796138,4.66037875660813e-08,27,0.013960275430620733,3.065826995111852
4,22.564175202818042,0.9999999997560284,1.4215885368310383e-05,27,0.013061424063516448,3.4815094954458132
4,22.525806006565187,0.9999999997560284,1.5074729474385067e-05,27,0.011861940467543141,3.79317954594511
4,23.205794786993582,0.999999998006201,7.247663459370926e-08,27,0.01056519290634055,3.929935115792936
4,22.455557927078846,0.9999999999777323,3.930095359201918e-09,57,0.010016623141239144,4.273344923350069
4,23.216138837711256,0.9999999999777323,3.930095359201918e-09,57,0.008950118205694099,4.341684192532129
4,27.016380452368352,0.9999888877151588,0.0,72,0.006264435528602458,3.6189370805760186
4,27.061004309668814,0.9999999997415713,9.57153648469376e-07,72,0.00605835426263214,3.8993948408545
4,27.091172614330247,0.9999999981009258,0.0016847635920349436,72,0.005865983725660496,4.184857038505897
4,27.115726319841247,0.9999999997415713,2.1777025472901176e-08,72,0.0056892954499193705,4.452290050834581
4,27.13938649964482,0.9999999974931109,0.0005689890756080847,97,0.005512286918258508,4.731901733476659
4,27.162354951478346,0.9999999974931109,0.0005723234200294326,97,0.005351000438527394,4.9952105359828325
4,24.52504899383702,0.9999845863533903,0.0,117,0.005030424271608149,5.123818816806341
4,24.502721131258205,0.9999999999618957,0.0,117,0.004509248644513433,5.107051625583509
4,24.48611535066058,0.9999859907450648,0.0,117,0.004089423590458091,5.094062858853273
4,24.4699524425743,0.9999999999438696,1.925750085859233e-14,150,0.0036580751487707472,5.081050018188931
4,24.457261449309666,0.9999982658837795,0.0,150,0.003306101322311536,5.070614447918267
4,24.445057268469036,0.9999999999678261,0.0,150,0.002958611724112882,5.0604317211224785
4,24.434876152197496,1.0,3.3745752540428976e-06,17,0.002663341657795899,5.05185074986687
4,24.425896493431647,1.0,3.366029072565474e-06,17,0.0023998374363535776,5.044235607574369
4,24.41717739663805,0.9999999942341619,0.0,180,0.0021420415064896674,5.036815440678947
4,24.408585168942867,0.9999999942341619,0.0,180,0.0018869079819274462,5.029493927139122
4,24.40072689743228,1.0,6.856539095572663e-05,210,0.0016533068893814559,5.0228046681095275
4,24.394244732701225,1.0,0.0,210,0.001460846937534897,5.017299344919975
4,24.38733707068768,0.9999981034350437,0.0,210,0.0012564555461764436,5.0114572518490075
4,24.380828866996485,0.9999981462590863,0.0,210,0.0010649255219011607,5.0059843178991335
4,24.37549498130369,0.9999999846288273,0.0,223,0.0009089820481933521,5.001527969339769
4,24.368767037075525,0.9999999846034068,0.0,223,0.000713958494606733,4.995952805673387
4,24.363665199307512,0.9999999999921252,3.075065680440325e-10,223,0.00056756915845773,4.991765382634112
4,24.09638467399216,0.9999999885488049,0.0,223,0.00042234034080877725,4.992200986543528
4,24.3532892995851,0.9999999541700237,0.0,223,0.0002747204548847835,4.983378409444668
4,24.102749994449866,0.9999999994263712,0.0,223,0.00014711142204202037,4.983266429134971
4,24.10581397611164,0.9999999958076574,0.0,199,1.9810746991742213e-05,4.9791570096686675
4,24.339652607172216,0.9999999855622222,0.0,199,-9.778410911491162e-05,4.972681952509172
4,24.335071272271257,0.9999999999897534,7.0895975407434255e-09,264,-0.00021914522437204483,4.969188146003935
4,24.11459216032431,0.9999999891766703,0.0,264,-0.0003254915058509061,4.968083956387582
4,24.116975759068534,0.9999999961377656,0.0,227,-0.00041416082868933526,4.965258119349013
4,24.322795670729715,0.999999998733212,1.254927292821105e-08,227,-0.0005332260297599501,4.960120481785327
4,24.12515486177691,0.9999977596019943,0.002848347696739726,227,-0.0006284272547300391,4.959311116307044
4,24.315001137767833,1.0,0.0,227,-0.0007231760987489663,4.954615195216345
4,24.311341632307656,0.9999999998842145,3.4422148774074413e-10,227,-0.0008095314380419782,4.9521061690913495
4,24.13121806681184,0.9999999954526441,0.0,227,-0.0008971847616813322,4.949995943517436
4,24.13387402273535,0.9999999732044046,0.0,227,-0.0009782515969065575,4.947457331000039
4,24.300033232775448,0.9999999873318464,0.0,227,-0.0010638378363291168,4.944691287384783
4,24.296435946828108,0.9999999996273563,0.0,227,-0.001140462729747961,4.942448485625301
4,24.29285032162919,0.9999999980651377,0.0,227,-0.0012146428025390224,4.940272926116842
4,24.289093977942443,0.9999997928206995,0.0,227,-0.0012899100447250986,4.938060787742044
4,24.28547017692955,0.9999999971263995,0.0,227,-0.0013600599808178855,4.935994429484236
4,24.150518139610373,0.9999999945242204,0.0,227,-0.001420975722716474,4.93372521379373
4,24.278858217545068,0.9999999882258752,0.0,199,-0.0014815302774288082,4.932404588049345
4,24.15694050628354,0.9999999933964513,0.0,199,-0.0015617261325537746,4.929413446222987
4,24.158890581336443,0.9999999934821524,0.0,199,-0.0016011720331839873,4.928210690055244
4,24.266767488420538,0.99999998875562,0.0,199,-0.0016802585202988218,4.926492351520308
4,24.262447177078123,0.9999999891399112,0.0,227,-0.0017434139992157467,4.924600595459812
4,24.170507888832017,0.9999999996742072,5.0066850280248745e-09,227,-0.0018047581684542654,4.922050934570194
4,24.17379922124533,0.9999999934042917,0.0,227,-0.0018527808211957486,4.9206123799791435
4,24.178960016790683,0.9999999931560334,0.0,227,-0.0019196486114297752,4.918621911464787
4,24.242928509199487,0.99999998736671,0.0,236,-0.0019718202750814073,4.917675799003314
4,24.23642105649882,0.9999999875207022,0.0,236,-0.0020255959401597667,4.916011894659485
4,24.197878722768763,0.9999999999964078,0.0,264,-0.0020793734158451108,4.913979093960192
4,24.21249248144247,0.9999999988633803,9.654949325846562e-09,264,-0.002115550777987349,4.913059158216603
4,23.801461423408917,0.9999999973831188,0.0,264,-0.0019005522432088227,5.998621898893299
4,23.801064282196393,0.999999997393527,0.0,264,-0.0019503592755007225,6.00391810201323
4,23.800519243373707,0.9999999985190556,1.4957472503555518e-07,264,-0.0020176238243301437,6.011085788712624
4,23.79997309326091,0.9999998883706183,0.0,264,-0.0020837439160641333,6.018149594436871
4,23.75303372589947,0.9999999986522993,0.0,264,-0.0020984306171613594,6.083962890909609
4,23.79905765693123,0.9999999974461161,0.0,264,-0.002191648825891856,6.029719351215169
4,23.79859201834252,0.9999762054916724,0.0,264,-0.0022450748376600105,6.035469276554329
4,23.797963554550623,0.9999999987087104,0.0,264,-0.0023157184227662435,6.0430942824638985
4,23.79755028344563,0.9999999767759046,3.1124443896367495e-08,264,-0.0023611721335426127,6.048015765702717
4,23.797389875347545,0.9999999396631116,0.0,264,-0.0023786039582208637,6.049906490986218
4,23.796060906771604,0.9999999999769171,9.065131224842521e-09,264,-0.002518439010327585,6.0651460447684595
4,23.795722082776436,0.9999999927714746,0.0,264,-0.00255276654911352,6.068908676386802
4,23.795308099322565,0.999999998886794,3.5378158484304195e-08,264,-0.0025939699619584797,6.073437402848822
4,23.794791540678773,0.9999999936553327,0.0,264,-0.002644235176594973,6.0789817269079816
4,23.793876429038207,0.9999999975819044,0.0,264,-0.0027301251623336603,6.088510463277635
4,23.79315742696305,0.9999999980100819,0.0,264,-0.002794746923406189,6.095731059318727
4,23.792652045589744,0.9999999980651377,0.0,264,-0.0028386467690797654,6.1006646639834905
4,23.79194959639967,0.9999999999926389,0.0,264,-0.0028975598281423248,6.107325941778206
4,23.76954859940406,0.9999999989420769,0.002534294538058194,264,-0.002968992916086337,6.146192514555346
4,23.79042370480976,0.9999999976723924,0.0,264,-0.003017002912519587,6.120999886026194
4,23.76315918917814,0.9999999983869338,0.0,264,-0.0030689618209579113,6.166198945309038
4,23.788723334159485,0.9999999928697688,0.0,264,-0.0031361406369580687,6.134931476962149
4,23.78833712789745,0.9999999995114387,2.9143180091005858e-09,264,-0.003161124685629844,6.137901190350377
4,23.787506616421695,1.0,0.0,264,-0.003212225822236717,6.144040784015336
4,23.78709706646738,0.9999999977595762,0.0,264,-0.00323609999096724,6.146943783719874
4,23.785954865348806,0.9999999977895107,0.0,264,-0.0032980302559009154,6.154601759811273
4,23.784576382244243,0.9999999980931464,0.0,264,-0.0033635904449450006,6.162977186539086
4,23.78381867998382,0.9999999952492652,8.103879648831012e-09,264,-0.0033953219665569766,6.167173448150049
4,23.77047086733599,0.9999999981953112,0.0,264,-0.003446212294771751,6.1922993656880685
4,23.781212282178487,0.999999997913803,0.0,264,-0.0034809801626609627,6.179375494735706
4,23.77955125291156,0.999999998332058,0.0,264,-0.00351646307704326,6.1853279234084315
5,23.42681746468333,0.9999994775562463,0.0007269330465200184,12,0.030930008997620412,-0.11774458556918965
5,23.40692594313787,0.9999999494526846,0.0,12,0.026395537062735577,0.7139872830290708
