iterID,x1,x2,x3,x4,x5,x6,x7,ParetoFamily,Pareto_f1,Pareto_f2
1,-0.9997378342592442,-1.520190216707264,-0.2109149306714162,1.8537779738976252,3.0012918060281084,0.787068956183707,-0.9694544951364977,0.0,-1.2804991981491713,-2.842960178704659
1,-0.9996545528061958,-1.5356762968096278,-0.20618366913293706,1.854055347112705,2.984044165044512,1.8280596415587156,-0.9624183202907137,0.0,-1.2660343095332471,-2.979279983737924
1,-0.9996656776448501,-1.9856636272907497,0.030800335178808425,1.86083634638273,3.729843002204875,0.787068956183707,-0.14203272061852867,0.0,-1.253563001367158,-3.6249190303754233
1,-0.9996855244792946,-1.9732952018710443,-0.20144484187397138,1.8661347313447807,8.354128833786866,1.3544171406487164,-0.31257756675295967,0.0,-1.249531659260006,-3.799013411536219
1,-0.9985372242857826,-1.9856636272907497,0.023270751081522434,1.8687495350895766,8.3047831340375,1.3555233869858,-0.3356742800018151,0.0,-1.2413818693547534,-3.808937285256053
1,-0.9985372242857826,-1.9856636272907497,-0.009035108867745612,1.8687495350895766,8.3047831340375,1.3555233869858,-0.3356742800018151,0.0,-1.2412696495915416,-3.8118143905477844
1,-0.9985372242857826,-1.9856636272907497,-0.19676642842201097,1.7665907876631266,9.368785854348538,1.0030645598861203,-0.4090541296794219,0.0,-1.2407266255206888,-3.9013864023253593
1,-0.9985408574034966,-1.9806353173188262,-0.01310883942526675,1.560204666097502,8.593701313887077,1.3555233869858,-0.8033387846379596,0.0,-1.1857092619476124,-4.173979668851748
1,-0.9977740872798863,-1.9939575679072972,1.6722934364155568,1.08339570453934,8.872729499797309,1.5290824537548255,-0.3256925330934054,0.0,-0.7804831495662155,-4.2098581041593475
1,-0.999136542605346,-1.9016838664311202,-0.28202174766716714,0.9289604795285278,8.87565296292832,1.3386860447382865,-0.3150558968257473,0.0,-0.5938797403272198,-4.22980464133154
1,-0.9852213588938541,-1.9757680584349175,0.6483698298192175,0.9161081887309206,6.087960983424491,0.8565963624372848,-0.36048096902323157,0.0,-0.5030169822276622,-4.243321959002543
1,-0.47279851931517736,-1.9513412740812537,0.18661570820860307,0.3602342938604255,3.072464178722818,0.6202236706082709,-0.3534083278733078,0.0,-0.45287666751144795,-4.291982250965575
1,-0.9984446261475179,-1.9856636272907497,0.023270751081522434,0.7514904540736311,-1.0889669619202493,1.3555233869858,-0.4090541296794219,0.0,-0.3646063039925993,-4.353058839690066
1,-0.5025018783449918,-1.9388386298748355,0.7360693812239685,0.2580303107047891,8.248218494324846,1.3555233869858,-0.30790713789902013,0.0,-0.3247125331771503,-4.444729324354724
1,-0.47279851931517736,-1.9682933473178201,-0.3943942557388995,0.10603760142451943,9.054319638171759,0.5734261601763739,-0.2752874405526382,0.0,-0.31115263910521396,-4.538193252471706
1,-0.9967710138972431,-1.9278904766919296,0.9599865999216064,0.3264531025737588,8.661343432427778,1.8115019767740215,-0.23816383504501748,0.0,0.272378004869541,-4.543710302043117
1,-0.972299064279928,-1.9856636272907497,0.023270751081522434,0.2868871464734407,-1.0889669619202493,1.805542522017768,-0.395757787562365,0.0,0.47303318514465054,-4.613344416980651
1,-0.953699513024516,-1.992703798784551,0.9224920966739538,0.11935395148112721,4.429651714856496,1.9637329783108015,-0.37901604905252406,0.0,0.8291787473162521,-4.755416837397321
1,-0.8038524105257285,-1.9930890807462318,-0.39987641577880795,0.08242743352347981,3.061209929801077,0.9680106209450061,-0.7272835086722848,0.0,1.7593652974109033,-4.795660764286296
1,-0.7891347163241322,-1.9864919836979416,-0.40123524237705666,0.08242743352347981,8.157530846432365,0.9716296091536103,-0.7021600992165004,0.0,1.7795079570113352,-4.85709404111698
2,0.8999289376613924,-1.9985987691757263,1.1083444161030567,0.006271719833925039,-8.307768949877637,-1.9397036022598801,0.34699828402101196,0.0,-1.602821902482557,-3.9264774602495387
2,0.8384916275222494,-1.9906685522263392,1.0982018723985303,0.0011107391393611055,-8.750512659947539,-1.8961347723842465,0.43813998144729327,0.0,-1.5918460664476488,-3.9378557872070687
2,0.676145114379086,-1.9979987759742852,1.1398761781657547,0.0015495811637555867,-8.29605841405676,-1.9343387603008058,0.34696193558350585,0.0,-1.5820568980371172,-3.955572057536172
2,0.6769878711142203,-1.9915943996758658,1.040558889093555,0.0034397807747346687,-8.609837043663678,-1.9251460646500618,0.4570351215758779,0.0,-1.572875524131478,-3.986745698331245
2,0.8364572764363549,-1.991833370316171,0.7033860970659198,0.003096157401127151,-5.7918360582930495,-1.9068902390538256,0.6526903223699612,0.0,-1.5649995069764413,-4.017213555738607
2,0.4677007527383905,-1.9980430669943106,1.051712369083912,0.0015495811637555867,-8.294711537151308,-1.9562442144301726,0.5047638059910573,0.0,-1.5526952959319353,-4.0610106070352385
2,0.4634195772832026,-1.9980430669943106,1.0513827734970698,0.002270461998408993,-8.294711537151308,-1.9562442144301726,0.5047638059910573,0.0,-1.5518853008548512,-4.061147041481141
2,0.26646908685693504,-1.9925751588236114,1.04359045232174,0.0015495811637555867,-8.305028237178163,-1.9562771806850852,0.49065591321847646,0.0,-1.5292256700976627,-4.0760287642011095
2,-0.04057052649540127,-1.9913958634748348,1.0281672041429255,0.003625475873143752,-8.584197155468221,-1.920570698042964,0.4571699380653489,0.0,-1.49972160328174,-4.086956334292174
3,0.588766334311754,-1.9971235901406925,-1.954451972952928,0.010436652529883794,-0.7261639555294259,-1.4399031396502358,0.8367424062787758,0.0,-1.4524482198605237,-3.945427959079527
3,0.588766334311754,-1.9971235901406925,-1.954451972952928,0.010436652529883794,-0.7260295569767568,-1.4399031396502358,0.8367424062787758,0.0,-1.4524480071066839,-3.945428147379679
3,-0.326676226625647,-1.9889591353167542,-1.7983852923734893,0.007600022837409102,-4.891078824103806,-1.9142589831900882,0.8355836048911407,0.0,-1.4523883144884537,-4.275912514763196
3,-0.3085361619264242,-1.9885902940347482,-1.9868925444774164,0.03526973914606518,2.0000163948625165,-1.9262051440402803,0.7325119008849856,0.0,-1.4279277262174581,-4.280663504046291
4,0.8425413933980357,-1.9987320680101777,0.014887005522872254,0.00816787421792829,1.1874009093777111,1.7525805642720949,-0.46472822894238874,0.0,-1.4253570245459337,-1.769912583714074
4,0.7911200699656553,-1.9958895754656432,-1.0220981315782152,0.006790974227991083,0.9217487350855116,-1.579414111965936,0.9362083896328097,0.0,-1.418933406051806,-3.9301065011177063
4,-0.5931588333797899,-1.9975340441736589,-0.8934658178145145,0.007208291167761899,-1.9003136461911811,-1.915969764947779,0.6959561982925626,0.0,-1.4146391941016205,-4.166182211960784
4,-0.6773483434813881,-1.993187749135427,-1.7507985336267113,0.004650647765091407,4.636601620226468,-1.9677248732785324,0.6294908184954133,0.0,-1.410090360465606,-4.1998164326538685
5,-0.1686106301664798,-1.9906637565414516,1.0038618101160535,0.004020500931558497,-8.71979874077546,1.8800197165646177,-0.9880091502750126,0.0,-1.3286339583265872,-1.7059113128543522
5,0.12144744603184932,-1.9906303074330092,1.08770364783258,0.005366660936940109,-4.358142510255499,1.7541503170741137,-0.9967027278689405,0.0,-1.326838799277493,-1.7679650903162265
5,0.06212753231083745,-1.9913272782531433,1.8547589515931553,0.004132393628472336,-8.752550467352101,1.7771990854231041,-0.3780270392651499,0.0,-1.324302614013547,-1.7709588078405598
5,-0.8161004028440672,-1.993412619240826,1.2811916174378122,0.007624320225454581,-6.347759045616918,-0.9765049764778595,-0.925893571518118,0.0,-1.3239761483560248,-3.5729114894065024
5,-0.004080440835021459,-1.9900663420579237,0.8694737690888861,0.0004709396163654622,-6.412542374907487,-1.9838938958964012,-0.9813106537593705,0.0,-1.314697767290268,-4.195205595724092
5,-0.818778407205284,-1.9901124931510719,0.8694737690888861,0.0004709396163654622,-6.412542374907487,-1.9869030717724288,-0.4770088829155502,0.0,-1.3082887280373336,-4.206479550932442
6,0.78694762167474,-1.9823716423034026,-1.7435414762487764,0.02494915542577969,8.194346427682081,1.4325192416634875,0.5889696266794708,0.0,-0.8910357119309189,-1.8800011435031738
6,0.8073277965253487,-1.9862642182763934,-0.513192560102921,0.010287155383667281,8.2168147771172,0.81674635491144,0.5474377903057706,0.0,-0.887725286671776,-2.334006245187319
6,0.8331878782673563,-1.9720444505979327,-1.8074664602104842,0.014435294619821086,9.937204572291765,-0.060614043998381995,0.3695968725621279,0.0,-0.879921236903028,-2.8997278786206806
6,0.9380258222997655,-1.9887981548791749,-1.9275978991111007,0.04016171311779944,8.377018252490444,-0.2594064195710004,0.6105813977173031,0.0,-0.8792536413099996,-3.0352898949089675
6,0.9308728785806113,-1.9887981548791749,-1.9266526068737406,0.040162076987136607,8.377018252490444,-0.2594064195710004,0.5362642112697817,0.0,-0.8778056198211016,-3.03585092174613
6,0.9922143010519744,-1.9532084597840795,-1.433744210440515,0.03903972191079225,8.393495741915949,-0.3971428445340903,0.7566984952553859,0.0,-0.8748030794869279,-3.076626164322215
6,0.9207517219976957,-1.9532084597840795,-1.4430831452060384,0.03718057951403644,8.377018252490444,-0.3971428445340903,0.6293917597490619,0.0,-0.8711307164165442,-3.0792371919364467
6,0.7918835928881931,-1.9853564347842885,-0.9165594583613976,0.014435294619821086,8.720286077140461,-1.4798376252978946,0.4775905757041232,0.0,-0.864994509114852,-3.854457414413051
6,0.6976250967755879,-1.9853564347842885,-0.9165594583613976,0.014435294619821086,8.720286077140461,-1.4798376252978946,0.4775905757041232,0.0,-0.8628039290104084,-3.8550589350016953
6,0.8073277965253487,-1.9858659862085561,-0.513192560102921,0.010287155383667281,8.222467935540063,-1.9802383700312916,0.5475207999184897,0.0,-0.860057101904204,-4.1744572458065665
6,0.8073277965253487,-1.9858659862085561,-0.513192560102921,0.010287155383667281,8.222467935540063,-1.9910167092759197,0.4861531452848653,0.0,-0.8588236711623441,-4.181909974106257
6,-0.1478369792682055,-1.9951451400781741,0.7372176857579933,0.024505951866097376,6.698113267630696,-1.967409107767125,-0.9332231332274739,0.0,-0.8043803118051864,-4.193405696586331
