step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,bmiaspirin,0.3086031543989551,0.28164200604554007,0.3685576175224433,10.0
2,bmiaspirin,0.07265390838595731,0.3685576175224433,0.3953347689008656,10.0
3,bmiaspirin,0.01854943199631003,0.3953347689008656,0.40266800431236915,10.0
4,bmiaspirin,0.009420479411073462,0.40266800431236915,0.40646132995649187,10.0
5,bmiaspirin,0.004438586019830076,0.40646132995649187,0.4082654435332383,10.0
6,bmiaspirin,0.004427358972979431,0.4082654435332383,0.4100729812080226,10.0
7,bmiaspirin,0.003372560149853826,0.4100729812080226,0.41145597700297654,10.0
8,bmiaspirin,0.0012450684887118234,0.41145597700297654,0.4119682678744351,10.0
9,bmiaspirin,0.0018289639520141989,0.4119682678744351,0.41272174298575115,10.0
10,bmiaspirin,0.001781514929751454,0.41272174298575115,0.4134570129327133,10.0
11,bmiaspirin,0.0011199239025363264,0.4134570129327133,0.4139200533241679,10.0
12,bmiaspirin,0.0005011728796100185,0.4139200533241679,0.41412749882922073,10.0
13,bmiaspirin,0.0010274108982123845,0.41412749882922073,0.4145529779347673,10.0
