step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,bmiaspirin,0.5034339373873731,0.24710494835749522,0.37150596545701253,10.0
2,bmiaspirin,0.059414523848270395,0.37150596545701253,0.3935788155014329,10.0
3,bmiaspirin,0.01781834715233586,0.3935788155014329,0.4005917394678426,10.0
4,bmiaspirin,0.010121956000047798,0.4005917394678426,0.4046465114287187,10.0
5,bmiaspirin,0.005653243104896594,0.4046465114287187,0.4069340765293736,10.0
6,bmiaspirin,0.0005957393089979904,0.4069340765293736,0.4071765031549329,10.0
7,bmiaspirin,0.002602499603925716,0.4071765031549329,0.4082361798431215,10.0
8,bmiaspirin,0.0016035543053329038,0.4082361798431215,0.4088908087269016,10.0
9,bmiaspirin,0.0012421254368654453,0.4088908087269016,0.40939870240132176,10.0
10,bmiaspirin,0.0005885607765466418,0.40939870240132176,0.40963965841952427,10.0
11,bmiaspirin,0.0035538241380665835,0.40963965841952427,0.4110954457255249,10.0
12,bmiaspirin,0.004282257791615878,0.4110954457255249,0.41285586240108085,10.0
13,bmiaspirin,0.0010190695044541022,0.41285586240108085,0.4132765912201889,10.0
