step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,bmiaspirin,0.33596097040234096,0.2524609304489644,0.3372779496312764,10.0
2,bmiaspirin,0.049471336398651505,0.3372779496312764,0.3539635405373327,10.0
3,bmiaspirin,0.00027246746443036253,0.3539635405373327,0.3540599840857237,10.0
4,bmiaspirin,0.018822487113346425,0.3540599840857237,0.3607242735735289,10.0
5,bmiaspirin,0.011211323713168938,0.3607242735735289,0.3647684701757594,10.0
6,bmiaspirin,0.0020680704111857946,0.3647684701757594,0.3655228370558634,10.0
7,bmiaspirin,0.0028012064162815445,0.3655228370558634,0.36654674197232173,10.0
8,bmiaspirin,0.003890290562001231,0.36654674197232173,0.36797271530314896,10.0
9,bmiaspirin,0.0015061659944552001,0.36797271530314896,0.3685269432938259,10.0
10,bmiaspirin,0.0016623036967413607,0.3685269432938259,0.369139546994012,10.0
11,bmiaspirin,0.002153558491869631,0.369139546994012,0.3699345106001259,10.0
12,bmiaspirin,0.00016764972227072662,0.3699345106001259,0.36999653001808636,10.0
13,bmiaspirin,0.0002625609346380081,0.36999653001808636,0.3700936766528207,10.0
